ID;Path;Slice Name;Alias(s);Label;Min;Max;Must Support?;Is Modifier?;Is Summary?;Type(s);Short;Definition;Comments;Requirements;Default Value;Meaning When Missing;Fixed Value;Pattern;Example;Minimum Value;Maximum Value;Maximum Length;Binding Strength;Binding Description;Binding Value Set;Code;Slicing Discriminator;Slicing Description;Slicing Ordered;Slicing Rules;Base Path;Base Min;Base Max;Condition(s);Constraint(s);Mapping: Workflow Pattern;Mapping: FiveWs Pattern Mapping;Mapping: RIM Mapping;Mapping: Object Implementation Information
TestScript.setup.action.assert.minimumId;TestScript.setup.action.assert.minimumId;;;;0;1;;;;"string
";Fixture Id of minimum content resource;The ID of a fixture. Asserts that the response contains at a minimum the fixture specified by minimumId.;"Asserts that the response contains all the element/content in another fixture pointed to by minimumId. This can be a statically defined fixture or one that is dynamically set via responseId.

See [Testing FHIR Use minimumId](testing.html##minimumId) for a more complete description of the test engine's comparison logic.";;;;;;;;;;;;;;;;;;TestScript.setup.action.assert.minimumId;0;1;"tst-5
";"ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
";;;;
TestScript.setup.action.assert.navigationLinks;TestScript.setup.action.assert.navigationLinks;;;;0;1;;;;"boolean
";Perform validation on navigation links?;Whether or not the test execution performs validation on the bundle navigation links.;Asserts that the Bundle contains first, last, and next links.;;;;;;;;;;;;;;;;;;TestScript.setup.action.assert.navigationLinks;0;1;"tst-5
";"ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
";;;;
TestScript.setup.action.assert.operator;TestScript.setup.action.assert.operator;;;;0;1;;;;"code
";equals | notEquals | in | notIn | greaterThan | lessThan | empty | notEmpty | contains | notContains | eval | manualEval;The operator type defines the conditional behavior of the assert.;Operators are useful for both positive and negative testing. If operator is not specified, then the default conditional behavior is implemented as defined in [Testing FHIR Assertions](testing.html#assertion-table).;;;If operator is not specified, then the default conditional behavior is implemented as defined in the Testing FHIR page Assertions table - see Comments.;;;;;;;required;The type of operator to use for assertions.;http://hl7.org/fhir/ValueSet/assert-operator-codes|6.0.0-ballot2;;;;;;TestScript.setup.action.assert.operator;0;1;;"ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
";;;;
TestScript.setup.action.assert.path;TestScript.setup.action.assert.path;;;;0;1;;;;"string
";XPath or JSONPath expression;The XPath or JSONPath expression to be evaluated against the fixture representing the response received from server.;"If both ""path"" and a ""fixtureId"" are specified, then the path will be evaluated against the request or response body mapped to the fixtureId.  If ""path"" is specified and a ""fixtureId"" is not, then the path will be evaluated against the response body of the last operation.  Test engines are to store the request and response body and headers of the last operation at all times for subsequent assertions.";;;;;;;;;;;;;;;;;;TestScript.setup.action.assert.path;0;1;"tst-5
";"ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
";;;;
TestScript.setup.action.assert.requestMethod;TestScript.setup.action.assert.requestMethod;;;;0;1;;;;"code
";delete | get | options | patch | post | put | head;The request method or HTTP operation code to compare against that used by the client system under test.;"If ""requestMethod"" is specified then it will be used in place of ""value"". The ""requestMethod"" will evaluate against the last operation's request HTTP operation.";;;;;;;;;;required;The allowable request method or HTTP operation codes.;http://hl7.org/fhir/ValueSet/http-operations|6.0.0-ballot2;;;;;;TestScript.setup.action.assert.requestMethod;0;1;"tst-5
";"ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
";;;;
TestScript.setup.action.assert.requestURL;TestScript.setup.action.assert.requestURL;;;;0;1;;;;"string
";Request URL comparison value;The value to use in a comparison against the request URL path string.;"If ""requestURL"" is specified then it will be used in place of ""value"". The ""requestURL"" will evaluate against the last operation's full request URL path string.";;;;;;;;;;;;;;;;;;TestScript.setup.action.assert.requestURL;0;1;;"ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
";;;;
TestScript.setup.action.assert.resource;TestScript.setup.action.assert.resource;;;;0;1;;;;"uri
";Resource type;The type of the resource.  See the [resource list](resourcelist.html).;"This will be expected resource type in response body e.g. in read, vread, search, etc.  See the [Resource List](resourcelist.html) for complete list of resource types; e.g. <assert > <resourceType value=""Patient"" </assert>.";;;;;;;;;;extensible;A list of all the concrete types defined in this version of the FHIR specification - Data Types and Resource Types.;http://hl7.org/fhir/ValueSet/concrete-fhir-types;;;;;;TestScript.setup.action.assert.resource;0;1;"tst-5
";"ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
";;;;
TestScript.setup.action.assert.response;TestScript.setup.action.assert.response;;;;0;1;;;;"code
";continue | switchingProtocols | okay | created | accepted | nonAuthoritativeInformation | noContent | resetContent | partialContent | multipleChoices | movedPermanently | found | seeOther | notModified | useProxy | temporaryRedirect | permanentRedirect | badRequest | unauthorized | paymentRequired | forbidden | notFound | methodNotAllowed | notAcceptable | proxyAuthenticationRequired | requestTimeout | conflict | gone | lengthRequired | preconditionFailed | contentTooLarge | uriTooLong | unsupportedMediaType | rangeNotSatisfiable | expectationFailed | misdirectedRequest | unprocessableContent | upgradeRequired | internalServerError | notImplemented | badGateway | serviceUnavailable | gatewayTimeout | httpVersionNotSupported;continue | switchingProtocols | okay | created | accepted | nonAuthoritativeInformation | noContent | resetContent | partialContent | multipleChoices | movedPermanently | found | seeOther | notModified | useProxy | temporaryRedirect | permanentRedirect | badRequest | unauthorized | paymentRequired | forbidden | notFound | methodNotAllowed | notAcceptable | proxyAuthenticationRequired | requestTimeout | conflict | gone | lengthRequired | preconditionFailed | contentTooLarge | uriTooLong | unsupportedMediaType | rangeNotSatisfiable | expectationFailed | misdirectedRequest | unprocessableContent | upgradeRequired | internalServerError | notImplemented | badGateway | serviceUnavailable | gatewayTimeout | httpVersionNotSupported.;"This is a shorter way of achieving similar verifications via ""assert.responseCode"".  If you need more control, then use ""assert.responseCode""  e.g. <assert>  <contentType value=""json"" />  <response value=""okay""/> </assert>.";;;;;;;;;;required;The response code to expect in the response.;http://hl7.org/fhir/ValueSet/assert-response-code-types|6.0.0-ballot2;;;;;;TestScript.setup.action.assert.response;0;1;"tst-12
tst-5";"ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
";;;;
TestScript.setup.action.assert.responseCode;TestScript.setup.action.assert.responseCode;;;;0;1;;;;"string
";HTTP response code to test;The value of the HTTP response code to be tested.;"To be used with ""operator"" attribute value. Asserts that the response code equals this value if ""operator"" is not specified.   If the operator is ""in"" or ""notIn"" then the responseCode would be a comma-separated list of values e.g. ""200,201"". Otherwise, it's expected to be a numeric value.   If ""fixture"" is not specified, then the ""responseBodyId"" value of the last operation is assumed.";;;;;;;;;;;;;;;;;;TestScript.setup.action.assert.responseCode;0;1;"tst-12
tst-5";"ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
";;;;
TestScript.setup.action.assert.sourceId;TestScript.setup.action.assert.sourceId;;;;0;1;;;;"id
";Fixture Id of source expression or headerField;Fixture to evaluate the XPath/JSONPath expression or the headerField  against.;This can be a statically defined fixture (at the top of the testscript) or a dynamically set fixture created by responseId of the action.operation element.;;;;;;;;;;;;;;;;;;TestScript.setup.action.assert.sourceId;0;1;;"ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
";;;;
TestScript.setup.action.assert.stopTestOnFail;TestScript.setup.action.assert.stopTestOnFail;;;;1;1;;;;"boolean
";If this assert fails, will the current test execution stop?;Whether or not the current test execution will stop on failure for this assert.;If this element is specified and it is true, then assertion failures should not stop the current test execution from proceeding.;;;;;;;;;;;;;;;;;;TestScript.setup.action.assert.stopTestOnFail;1;1;;"ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
";;;;
TestScript.setup.action.assert.validateProfileId;TestScript.setup.action.assert.validateProfileId;;;;0;1;;;;"id
";Profile Id of validation profile reference;The ID of the Profile to validate against.;The ID of a Profile fixture. Asserts that the response is valid according to the Profile specified by validateProfileId.;;;;;;;;;;;;;;;;;;TestScript.setup.action.assert.validateProfileId;0;1;"tst-5
";"ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
";;;;
TestScript.setup.action.assert.value;TestScript.setup.action.assert.value;;;;0;1;;;;"string
";The value to compare to;The value to compare to.;The string-representation of a number, string, or boolean that is expected.  Test engines do have to look for placeholders (${}) and replace the variable placeholders with the variable values at runtime before comparing this value to the actual value.;;;;;;;;;;;;;;;;;;TestScript.setup.action.assert.value;0;1;;"ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
";;;;
TestScript.setup.action.assert.warningOnly;TestScript.setup.action.assert.warningOnly;;;;1;1;;;;"boolean
";Will this assert produce a warning only on error?;Whether or not the test execution will produce a warning only on error for this assert.;If this element is specified and it is true, then assertion failures can be logged by test engine but should not stop the test script execution from proceeding.  There are likely cases where the spec is not clear on what should happen. If the spec says something is optional (maybe a response header for example), but a server doesn’t do it, we could choose to issue a warning.;;;;;;;;;;;;;;;;;;TestScript.setup.action.assert.warningOnly;1;1;;"ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
";;;;
TestScript.setup.action.assert.requirement;TestScript.setup.action.assert.requirement;;;;0;*;;;;"BackboneElement
";Links or references to the testing requirements;Links or references providing traceability to the testing requirements for this assert.;TestScript and TestReport instances are typically (and expected to be) based on known, defined test requirements and documentation. These links provide traceability from the executable/executed TestScript and TestReport tests to these requirements.;;;;;;;;;;;;;;;;;;TestScript.setup.action.assert.requirement;0;*;;"ele-1:All FHIR elements must have a @value or children or both {hasValue() or (children().count() > id.count())}
";;;;
TestScript.setup.action.assert.requirement.id;TestScript.setup.action.assert.requirement.id;;;;0;1;;;;"string
";Unique id for inter-element referencing;Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.;;;;;;;;;;;;;;;;;;;Element.id;0;1;"ele-1
";;;;n/a;
TestScript.setup.action.assert.requirement.extension;TestScript.setup.action.assert.requirement.extension;;"extensions
user content";;0;*;;;;"Extension
";Additional content defined by implementations;May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and managable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.;There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.;;;;;;;;;;;;;;;;;;Element.extension;0;*;;"ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
";;;n/a;
TestScript.setup.action.assert.requirement.modifierExtension;TestScript.setup.action.assert.requirement.modifierExtension;;"extensions
user contentmodifiers";;0;*;;Y;Y;"Extension
";Extensions that cannot be ignored even if unrecognized;"May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and managable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).";There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.;Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](extensibility.html#modifierExtension).;;;;;;;;;;;;;;;;;BackboneElement.modifierExtension;0;*;;"ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
";;;N/A;
TestScript.setup.action.assert.requirement.reference;TestScript.setup.action.assert.requirement.reference;;;;1;1;;;;"canonical(Requirements)
";Canonical reference to the Requirements instance;Canonical reference providing traceability to the testing requirement for this assert.;;;;;;;;;;;;;;;;;;;TestScript.setup.action.assert.requirement.reference;1;1;;"ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
";;;;
TestScript.setup.action.assert.requirement.key;TestScript.setup.action.assert.requirement.key;;;;1;1;;;;"id
";Requirements statement key identifier;Requirements.statement.key that identifies the statement that this assert satisfies.;;;;;;;;;;;;;;;;;;;TestScript.setup.action.assert.requirement.key;1;1;;"ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
";;;;
TestScript.test;TestScript.test;;;;0;*;;;;"BackboneElement
";A test in this script;A test in this script.;;;;;;;;;;;;;;;;;;;TestScript.test;0;*;;"ele-1:All FHIR elements must have a @value or children or both {hasValue() or (children().count() > id.count())}
";;;;
TestScript.test.id;TestScript.test.id;;;;0;1;;;;"string
";Unique id for inter-element referencing;Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.;;;;;;;;;;;;;;;;;;;Element.id;0;1;"ele-1
";;;;n/a;
TestScript.test.extension;TestScript.test.extension;;"extensions
user content";;0;*;;;;"Extension
";Additional content defined by implementations;May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and managable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.;There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.;;;;;;;;;;;;;;;;;;Element.extension;0;*;;"ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
";;;n/a;
TestScript.test.modifierExtension;TestScript.test.modifierExtension;;"extensions
user contentmodifiers";;0;*;;Y;Y;"Extension
";Extensions that cannot be ignored even if unrecognized;"May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and managable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).";There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.;Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](extensibility.html#modifierExtension).;;;;;;;;;;;;;;;;;BackboneElement.modifierExtension;0;*;;"ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
";;;N/A;
TestScript.test.name;TestScript.test.name;;;;0;1;;;;"string
";Tracking/logging name of this test;The name of this test used for tracking/logging purposes by test engines.;;;;;;;;;;;;;;;;;;;TestScript.test.name;0;1;;"ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
";;;;
TestScript.test.description;TestScript.test.description;;;;0;1;;;;"string
";Tracking/reporting short description of the test;A short description of the test used by test engines for tracking and reporting purposes.;;;;;;;;;;;;;;;;;;;TestScript.test.description;0;1;;"ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
";;;;
TestScript.test.action;TestScript.test.action;;;;0;*;;;;"BackboneElement
";A test operation or assert to perform;Action would contain either an operation or an assertion.;An action should contain either an operation or an assertion but not both.  It can contain any number of variables.;;;;;;;;;;;;;;;;;;TestScript.test.action;0;*;;"ele-1:All FHIR elements must have a @value or children or both {hasValue() or (children().count() > id.count())}
tst-2:Test action SHALL contain only one of either a common or an operation or an assert. {common.exists() xor operation.exists() xor assert.exists()}";;;;
TestScript.test.action.id;TestScript.test.action.id;;;;0;1;;;;"string
";Unique id for inter-element referencing;Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.;;;;;;;;;;;;;;;;;;;Element.id;0;1;"ele-1
";;;;n/a;
TestScript.test.action.extension;TestScript.test.action.extension;;"extensions
user content";;0;*;;;;"Extension
";Additional content defined by implementations;May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and managable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.;There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.;;;;;;;;;;;;;;;;;;Element.extension;0;*;;"ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
";;;n/a;
TestScript.test.action.modifierExtension;TestScript.test.action.modifierExtension;;"extensions
user contentmodifiers";;0;*;;Y;Y;"Extension
";Extensions that cannot be ignored even if unrecognized;"May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and managable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).";There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.;Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](extensibility.html#modifierExtension).;;;;;;;;;;;;;;;;;BackboneElement.modifierExtension;0;*;;"ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
";;;N/A;
TestScript.test.action.common;TestScript.test.action.common;;;;0;1;;;;;Links or references to common collection(s) of actions;Links or references to common collection(s) of actions in this or an external TestScript instance.;;;;;;;;;;;;;;;;;;;TestScript.test.action.common;0;1;;"ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
";;;;
TestScript.test.action.operation;TestScript.test.action.operation;;;;0;1;;;;;The setup operation to perform;An operation would involve a REST request to a server.;;;;;;;;;;;;;;;;;;;TestScript.test.action.operation;0;1;;"ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
tst-8:Test operation SHALL contain either sourceId or targetId or params or url. {sourceId.exists() or (targetId.count() + url.count() + params.count() = 1) or (type.code in ('capabilities' | 'search' | 'transaction' | 'history'))}";;;;
TestScript.test.action.assert;TestScript.test.action.assert;;;;0;1;;;;;The setup assertion to perform;Evaluates the results of previous operations to determine if the server under test behaves appropriately.;In order to evaluate an assertion, the request, response, and results of the most recently executed operation must always be maintained by the test engine.;;;;;;;;;;;;;;;;;;TestScript.test.action.assert;0;1;;"ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
tst-6:Only a single assertion SHALL be present within test action assert element. {extension.exists() or (contentType.count() + expression.count() + headerField.count() + minimumId.count() + navigationLinks.count() + path.count() + requestMethod.count() + resource.count() + responseCode.count() + response.count() + validateProfileId.count() <=1) or (((expression.count() + minimumId.count() <=2) or (expression.count() + validateProfileId.count() <=2)) and (expression.count() + path.count() <=1) and (minimumId.count() + validateProfileId.count() <=1)) or (((path.count() + minimumId.count() <=2) or (path.count() + validateProfileId.count() <=2)) and (expression.count() + path.count() <=1) and (minimumId.count() + validateProfileId.count() <=1))}tst-11:Test action assert SHALL contain either compareToSourceId and compareToSourceExpression, compareToSourceId and compareToSourcePath or neither. {compareToSourceId.empty() xor (compareToSourceExpression.exists() or compareToSourcePath.exists())}tst-13:Test action assert response and response and responseCode SHALL be empty when direction equals request {(response.empty() and responseCode.empty() and direction = 'request') or direction.empty() or direction = 'response'}";;;;
TestScript.teardown;TestScript.teardown;;;;0;1;;;;"BackboneElement
";A series of required clean up steps;A series of operations required to clean up after all the tests are executed (successfully or otherwise).;;;;;;;;;;;;;;;;;;;TestScript.teardown;0;1;;"ele-1:All FHIR elements must have a @value or children or both {hasValue() or (children().count() > id.count())}
";;;;
TestScript.teardown.id;TestScript.teardown.id;;;;0;1;;;;"string
";Unique id for inter-element referencing;Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.;;;;;;;;;;;;;;;;;;;Element.id;0;1;"ele-1
";;;;n/a;
TestScript.teardown.extension;TestScript.teardown.extension;;"extensions
user content";;0;*;;;;"Extension
";Additional content defined by implementations;May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and managable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.;There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.;;;;;;;;;;;;;;;;;;Element.extension;0;*;;"ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
";;;n/a;
TestScript.teardown.modifierExtension;TestScript.teardown.modifierExtension;;"extensions
user contentmodifiers";;0;*;;Y;Y;"Extension
";Extensions that cannot be ignored even if unrecognized;"May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and managable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).";There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.;Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](extensibility.html#modifierExtension).;;;;;;;;;;;;;;;;;BackboneElement.modifierExtension;0;*;;"ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
";;;N/A;
TestScript.teardown.action;TestScript.teardown.action;;;;1;*;;;;"BackboneElement
";One or more teardown operations to perform;The teardown action will only contain an operation.;An action should contain either an operation or an assertion but not both.  It can contain any number of variables.;;;;;;;;;;;;;;;;;;TestScript.teardown.action;1;*;;"ele-1:All FHIR elements must have a @value or children or both {hasValue() or (children().count() > id.count())}
";;;;
TestScript.teardown.action.id;TestScript.teardown.action.id;;;;0;1;;;;"string
";Unique id for inter-element referencing;Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.;;;;;;;;;;;;;;;;;;;Element.id;0;1;"ele-1
";;;;n/a;
TestScript.teardown.action.extension;TestScript.teardown.action.extension;;"extensions
user content";;0;*;;;;"Extension
";Additional content defined by implementations;May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and managable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.;There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.;;;;;;;;;;;;;;;;;;Element.extension;0;*;;"ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
";;;n/a;
TestScript.teardown.action.modifierExtension;TestScript.teardown.action.modifierExtension;;"extensions
user contentmodifiers";;0;*;;Y;Y;"Extension
";Extensions that cannot be ignored even if unrecognized;"May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and managable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).";There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.;Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](extensibility.html#modifierExtension).;;;;;;;;;;;;;;;;;BackboneElement.modifierExtension;0;*;;"ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
";;;N/A;
TestScript.teardown.action.common;TestScript.teardown.action.common;;;;0;1;;;;;Links or references to common collection(s) of actions;Links or references to common collection(s) of actions in this or an external TestScript instance. Action asserts SHALL be ignored for the TestScript.teardown.;;;;;;;;;;;;;;;;;;;TestScript.teardown.action.common;0;1;;"ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
";;;;
TestScript.teardown.action.operation;TestScript.teardown.action.operation;;;;1;1;;;;;The teardown operation to perform;An operation would involve a REST request to a server.;;;;;;;;;;;;;;;;;;;TestScript.teardown.action.operation;1;1;;"ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
tst-9:Teardown operation SHALL contain either sourceId or targetId or params or url. {sourceId.exists() or (targetId.count() + url.count() + params.count() = 1) or (type.code in ('capabilities' | 'search' | 'transaction' | 'history'))}";;;;
TestScript.common;TestScript.common;;;;0;*;;;;"BackboneElement
";A common collection of actions in this script;A common collection of actions that can be re-used in a TestScript.;;;;;;;;;;;;;;;;;;;TestScript.common;0;*;;"ele-1:All FHIR elements must have a @value or children or both {hasValue() or (children().count() > id.count())}
";;;;
TestScript.common.id;TestScript.common.id;;;;0;1;;;;"string
";Unique id for inter-element referencing;Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.;;;;;;;;;;;;;;;;;;;Element.id;0;1;"ele-1
";;;;n/a;
TestScript.common.extension;TestScript.common.extension;;"extensions
user content";;0;*;;;;"Extension
";Additional content defined by implementations;May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and managable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.;There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.;;;;;;;;;;;;;;;;;;Element.extension;0;*;;"ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
";;;n/a;
TestScript.common.modifierExtension;TestScript.common.modifierExtension;;"extensions
user contentmodifiers";;0;*;;Y;Y;"Extension
";Extensions that cannot be ignored even if unrecognized;"May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and managable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).";There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.;Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](extensibility.html#modifierExtension).;;;;;;;;;;;;;;;;;BackboneElement.modifierExtension;0;*;;"ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
";;;N/A;
